Username,Comment,Cleaning
@FatahillahKhusnan-jt9so,Iiih  ih iiiiiih  preeet  !! Rakyat yg di curangi  semoga  sehat  panjang umur  dan hidup tentram !! Dan yg berbuat curang  semoga segera mendapatkan adzab dunia !! Demikian lah  kemelut hati rakyat kecil yg tersakiti !!!,iiih ih iiiiiih preeet rakyat yg di curangi semoga sehat panjang umur dan hidup tentram dan yg berbuat curang semoga segera mendapatkan adzab dunia demikian lah kemelut hati rakyat kecil yg tersakiti
@hamirdattabulu4615,Imin sabar ya,imin sabar ya
@SitiNurjanah-bv5jc,Jarus Legowo Karna Ini Rauat Yng Pilih Malasih,jarus legowo karna ini rauat yng pilih malasih
@starlotus6488,Jubir 01 teelihat frustasi..ters bangun narasi..penuh kepahitan ! Jubir 3 juga begitu..,jubir teelihat frustasi ters bangun narasi penuh kepahitan jubir juga begitu
@verawatymaku7789,Selamat PRAGIB 🙏🙏✌️✌️❤️❤️🇲🇨🇲🇨👍👍🤲🤲🤲🤲🤲😊🤲🤲🤲🤲🤲🤲🤲😊😊😊😊😊,selamat pragib
@cr7cristianronaldo,SEMOGA TETAP SEMANGAT DAN SELALU DI BERI KESEHATAN UNTUK CALON PRESIDEN KITA,semoga tetap semangat dan selalu di beri kesehatan untuk calon presiden kita
@faldialdi181,Udahlah kalau memang kalah ikhlas saja kami udah yakin dengan pilihan kami nomor 2 lah yang terbaik untuk rakyat Indonesia,udahlah kalau memang kalah ikhlas saja kami udah yakin dengan pilihan kami nomor lah yang terbaik untuk rakyat indonesia
@ajyaulia9193,Hahaaa kalah,hahaaa kalah
@bangunsihombing8854,PDIP rata2...16 persen wahhh...wahhhhai kemana pidatonya,pdip rata2 persen wahhh wahhhhai kemana pidatonya
@clash_of_You,Siapa itu yang ketawa wooy,siapa itu yang ketawa wooy
@hamirdattabulu4615,Paslon no 01 masih belum terima kenyataan sorry yeeee,paslon no masih belum terima kenyataan sorry yeeee
@mancekfebrian3628,Kolo mrasa kalah mnding tidur de,kolo mrasa kalah mnding tidur de
@yudicell408,"klo 01 dan 03 masih tidak percaya siapkan bukti buktinya. jgn hanya bicara saja.lagi pula 03 hanya 16,% dibanding 57% .",klo dan masih tidak percaya siapkan bukti buktinya jgn hanya bicara saja lagi pula hanya dibanding
@Lexa-vp8gp,"Apa hitungan quick count udh nyampe 100% dari setiap wilayah, dki udah masuk berapa %, jatim udah msuk berapa %, aceh udh masuk brapa % ?",apa hitungan quick count udh nyampe dari setiap wilayah dki udah masuk berapa jatim udah msuk berapa aceh udh masuk brapa
@hadiwaluyo8482,Dasar pdip tukang ngotot tukang buat gaduhhh,dasar pdip tukang ngotot tukang buat gaduhhh
@nomisachannel963,Info yg udah makan gratis..dan lokasi serlok,info yg udah makan gratis dan lokasi serlok
@iloveyou2-xw2go,02 memang menang kok GK terima 01-03,memang menang kok gk terima
@amikpurwanto6705,Ngakak liat hasil nya ganjar,ngakak liat hasil nya ganjar
@tektony9349,kalah ya legowo gk usah banyak nyiyer.. tiap tps juga ada saksi dari tiap2 calon,kalah ya legowo gk usah banyak nyiyer tiap tps juga ada saksi dari tiap2 calon
@Buleng564,02 yes! ✌️✌️✌️,yes
@MajelisDzikirAl-Karomah,"Biasa, kalau kalah, banyak ancaman ini dan itu, namanya aja, kalah",biasa kalau kalah banyak ancaman ini dan itu namanya aja kalah
@zulkarnain3092,Kualisi sajalah anis dengan ganjar supaya mengalahkan prabowo gibran,kualisi sajalah anis dengan ganjar supaya mengalahkan prabowo gibran
@siputtua3786,"Siapa PUN yg menang pemilu , masyarakat menghargai (santui) aman damai dan pada sehat jasmani dan rohani.  NKRI harga mati. Merdeka",siapa pun yg menang pemilu masyarakat menghargai santui aman damai dan pada sehat jasmani dan rohani nkri harga mati merdeka
@ranggagaming9101,✌️✌️✌️✌️✌️✌️✌️✌️✌️💪💪💪💪💪💪💪💪💪💪💪💪💪,
@hamirdattabulu4615,Salam dari saya dari Sulawesi Selatan daerah kabupaten Luwu Utara untuk semua Tim Prabowo Gibran,salam dari saya dari sulawesi selatan daerah kabupaten luwu utara untuk semua tim prabowo gibran
@mesafatin1159,satu putaran terkabul....,satu putaran terkabul
@alexlie1949,"siapa pun yg menang,tetap presiden kita yg di pilih oleh suara rakyat,yg agak aneh nya kontek kecurangan nya,surat suara yg sudah di coblos,rata2 02,saya rasa pendukung pak prabowo klo mau curang tdk bgtu juga haha...agak aneh🤣🤣",siapa pun yg menangtetap presiden kita yg di pilih oleh suara rakyatyg agak aneh nya kontek kecurangan nyasurat suara yg sudah di coblosrata2 saya rasa pendukung pak prabowo klo mau curang tdk bgtu juga haha agak aneh
@yantochannelyoutube7301,✌✌✌✌🤲,
@WawanSyahid-te7hj,Serahkan sama KPU..jangan serahkan pada para  pendukung cawapres. Karna bisa sja merubah segalanya.,serahkan sama kpu jangan serahkan pada para pendukung cawapres karna bisa sja merubah segalanya
@wulandaritari9497,BANSOS DAN SERANGAN PAJAR<br>3 HARI SEBELUM NYOBLOS 02 SUDAH HUJAN DUIT<br>MASALAHNYA WARGA YANG MENERIMA SAMA SAMA SEPAKAT.<br>TERJAWAB SURVEI EEP SAEFULLAH  PEMILIH LEBIH CENDRUNG MENCOBLOS YANG PALING BANYAK MEMBERI,bansos dan serangan pajar3 hari sebelum nyoblos sudah hujan duitmasalahnya warga yang menerima sama sama sepakat terjawab survei eep saefullah pemilih lebih cendrung mencoblos yang paling banyak memberi
@clash_of_You,Ingat kata prabowo lembaga surfai bisa di beli,ingat kata prabowo lembaga surfai bisa di beli
@isransiregar3142,Anies tuh cocok jdi rakyat biasa aja,anies tuh cocok jdi rakyat biasa aja
@edoutama8922,10 tahun yang akan datang PAK ANIS akan menjadi PRESIDEN RI...selamat kepada gandingan PRABOWO GIBRAN....Semoga AMANAH,tahun yang akan datang pak anis akan menjadi presiden ri selamat kepada gandingan prabowo gibran semoga amanah
@mancekfebrian3628,Kacian no 1 nghonggong dr blakang ..sori ew..😊,kacian no nghonggong dr blakang sori ew
@satriajamal5098,Penghitungan suara ini penipu punya komunis,penghitungan suara ini penipu punya komunis
@newelitecrew,Sudah terpilih... Giliran mengurus aparatnya sendiri yah... Melawan korupsi... Menuntas pungli... Tegakkan konstitusi... Lihat apa yang bisa diperbuat pak prabowo untuk konflik palestina juga nanti,sudah terpilih giliran mengurus aparatnya sendiri yah melawan korupsi menuntas pungli tegakkan konstitusi lihat apa yang bisa diperbuat pak prabowo untuk konflik palestina juga nanti
@isransiregar3142,"Semoga gak ada putaran kedua lgi buang2 anggaran saja, probowo tetap di hati masarakat ✌✌✌✌",semoga gak ada putaran kedua lgi buang2 anggaran saja probowo tetap di hati masarakat
@tektony9349,02 di sini juga unggul,di sini juga unggul
@user-dk6nu5wt7j,Dah ennek bgt denger nama Kel yg i gin bangun dinasti,dah ennek bgt denger nama kel yg i gin bangun dinasti
@bojeztkhykhy5227,Paling tensinya paslon 01 sama 03 tinggi😂😂😂,paling tensinya paslon sama tinggi
@triyosusilo5115,"Paling yang ga puas paslon yang di dukung oleh kadrun, mereka itu kaum primitif yang hidup di jaman sekarang.",paling yang ga puas paslon yang di dukung oleh kadrun mereka itu kaum primitif yang hidup di jaman sekarang
@satriajamal5098,Tiada lain 02 main curang,tiada lain main curang
@kuatsiswanto7876,Suuulliiiiittttt 🤭🤭🤭🤭,suuulliiiiittttt
@user-bx1jz6qo2k,01 dpat 11 persen <br>03 dpat 5 persen<br>Pas bngt nilay yg klian br dua ksh ke pk prabowo skrng fakta ny kn sdh terbalik 😅😅😅😅 ngakak gua,dpat persen dpat persenpas bngt nilay yg klian br dua ksh ke pk prabowo skrng fakta ny kn sdh terbalik ngakak gua
@hamirdattabulu4615,Sorry yeeee,sorry yeeee
@sifazaojah5998,udh klh lah😂,udh klh lah
@mohdsharifabdullah5844,aku senang jika pak ganjar yang juara,aku senang jika pak ganjar yang juara
@hamirdattabulu4615,Dengan tdk mengurangi rasa hormat kepada Paslon no urut 01 dan 02 silahkan terima kenyataan,dengan tdk mengurangi rasa hormat kepada paslon no urut dan silahkan terima kenyataan
@user-cy2kz6bl9p,"Jgan bangga dulu 02 .. yg anda lihat hitungan acak bukan hitungan satu2, kalau anda percaya nanti anda stres hasil beda jauh",jgan bangga dulu yg anda lihat hitungan acak bukan hitungan satu2 kalau anda percaya nanti anda stres hasil beda jauh
@cerita-menarik,"Rakyat gk heran, tradisi 02 merayakn kemenangan padahal KALAH",rakyat gk heran tradisi merayakn kemenangan padahal kalah
@RizkiAdit-hb9uj,perabowo gibran di bayumas unggul.jokowi no 1...perabowo gibran salam dua jari,perabowo gibran di bayumas unggul jokowi no perabowo gibran salam dua jari
@gafarasinole8593,Masih rekayasa  ini maa. Tetap 01,masih rekayasa ini maa tetap
@kalodu4606,Makanan gratis lah sat set,makanan gratis lah sat set
@cerita-menarik,"Rakyat gk heran, tradisi 02 merayakn kemenangan padahal KALAH",rakyat gk heran tradisi merayakn kemenangan padahal kalah
@wisneliwisneli4505,"Survey yg rekayasa dah basi,kaluan dibeli,kalian rakus uang",survey yg rekayasa dah basikaluan dibelikalian rakus uang
@user-jp9ub8kh5y,"Belajarlah ikhlas dan legowo,seperti pak Prabowo,agar rakyat banyak yg memilih,rakyat sdh pada pintar,karna belajar dari kalian,siapa tau pemilu selanjutnya,kalian bisa terpilih,seperti pak Prabowo.",belajarlah ikhlas dan legowoseperti pak prabowoagar rakyat banyak yg memilihrakyat sdh pada pintarkarna belajar dari kaliansiapa tau pemilu selanjutnyakalian bisa terpilihseperti pak prabowo
@ratau309,Justru mas Seno inilah pemuda yang smart,justru mas seno inilah pemuda yang smart
@satriajamal5098,Quik coun ini udah ada yg seting,quik coun ini udah ada yg seting
@user-pw8dt6cr1e,udh klo udh kalah mah bang jangan ngmong bansos rerus😂😂,udh klo udh kalah mah bang jangan ngmong bansos rerus
@go2nbae983,Mana yg tereak 01 satu putaran..wkwkwk,mana yg tereak satu putaran wkwkwk
@evanatalia4891,"Saat ini rayat indonesia sudah mlek demokrasi dan ber pikir maju objektip dalam hal ini maka menanglah prabowo gibran,kini rakyat tidak lagi di nina boboin kata&quot; para elit yg pintar memutar balikan kata&quot;.",saat ini rayat indonesia sudah mlek demokrasi dan ber pikir maju objektip dalam hal ini maka menanglah prabowo gibrankini rakyat tidak lagi di nina boboin kata para elit yg pintar memutar balikan kata
@ghostcaj1524,Lembaga survey dinintervensi pemerintah,lembaga survey dinintervensi pemerintah
@muhharis2168,"Teruntuk tim ses 01 dan 03..<br>Suruh taya saksi ya di setiap2 tps ,,siapa yg paling unggguull<br>Sekarang ..dan kumpulkan hitung udah tau diapa yg menang masds",teruntuk tim ses dan suruh taya saksi ya di setiap2 tps siapa yg paling unggguullsekarang dan kumpulkan hitung udah tau diapa yg menang masds
@atie3321,❤,
@kalodu4606,Makanan gratis,makanan gratis
@serbaserbirasa8790,"SEMOGA PAK  GANJAR DAN  PAK MAHFUD ,JUGA PAK ANIS DAN PAK AMIN  SEHAT SELALU TETAP SEMANGAT BAPAK2 KALIAN ORANG2 YG HEBAT. ***SELAMAT BUAT PAK PRABOWO DAN PAK GIBRAN SEMOGA AMANAH UNTUK MENJALANKAN SEMUA VISI DAN MISI NYA UNTUK INDONESIA EMAS OK GAS",semoga pak ganjar dan pak mahfud juga pak anis dan pak amin sehat selalu tetap semangat bapak2 kalian orang2 yg hebat selamat buat pak prabowo dan pak gibran semoga amanah untuk menjalankan semua visi dan misi nya untuk indonesia emas ok gas
@lorddikku9877,Lanjutkan perjuangan pak Jokowi,lanjutkan perjuangan pak jokowi
@FeriinoJurnalis,Bubarkan pdi,bubarkan pdi
@Suroto-cm8cp,tunggu dari KPU,tunggu dari kpu
@lasmiminah7171,kata  bapak presiden  jokowidodo  hati  hati  pilih  pemimpin  dalah  pilih  fatal,kata bapak presiden jokowidodo hati hati pilih pemimpin dalah pilih fatal
@user-qd1qh2ys5d,Alhamdulillah ya Allah..pak prabowo gibran menang 1 putaran ✌️✌️🇮🇩,alhamdulillah ya allah pak prabowo gibran menang putaran
@user-qe7kn6vt2u,02 sudah waktunya,sudah waktunya
@zainkland9640,"Kalaupun semua mahasiswa demo dijumlahkan, jumlahnya tidak akan sebanyak jumlah 57% dari 208 juta suara pemilih = 119 juta artinya jumlah mahasiswa demo itu hanya sebagian kecil saja dari suara pemilih yang memenangkan Pragib. Itupun tidak diperhitungkan  mahasiswa pendukung Pragib yang juga sangat banyak",kalaupun semua mahasiswa demo dijumlahkan jumlahnya tidak akan sebanyak jumlah dari juta suara pemilih juta artinya jumlah mahasiswa demo itu hanya sebagian kecil saja dari suara pemilih yang memenangkan pragib itupun tidak diperhitungkan mahasiswa pendukung pragib yang juga sangat banyak
@user-ge4ot7jl1y,"udh lah rakyat udh pintar ,bgm pun cara kalian 03,01 kalah",udh lah rakyat udh pintar bgm pun cara kalian kalah
@user-bx1jz6qo2k,Sdh waktu ny presiden tepilih dr kalangan militer pas klop bnget Prabowo jos gandos,sdh waktu ny presiden tepilih dr kalangan militer pas klop bnget prabowo jos gandos
@gunawangundek1002,01 kyk ny agak laen ini jubir ny😂,kyk ny agak laen ini jubir ny
@user-lq6ei4sv6g,Hasil Hitung Cepat Pilpres Menunjukkan Bahwa Rakyat Indonesia Sangat Tidak Sudi Alias Muak Kalau Dipimpin GAMA. 🤣👍🤣,hasil hitung cepat pilpres menunjukkan bahwa rakyat indonesia sangat tidak sudi alias muak kalau dipimpin gama
@user-pz2zq3nr6m,Dimukrasi bagus,dimukrasi bagus
@iwagiyanto8141,"makin terlihat siapa yang KSATRIA siapa yang PECUNDANG hanya untuk mendapat kekuasaan , sehingga tidak MAMPU MENERIMA KEKALAHAN...",makin terlihat siapa yang ksatria siapa yang pecundang hanya untuk mendapat kekuasaan sehingga tidak mampu menerima kekalahan
@user-go4fc3tm7c,Udah jadi&#39;in satu tuh kubu ganjar am kubu amin dah eg bisa menang ama gemoyy mahhh 😂😂😂😂😂,udah jadiin satu tuh kubu ganjar am kubu amin dah eg bisa menang ama gemoyy mahhh
@KhairulIrul-ec6ye,"Udahlah 01 legowo aja, akui ke unggulan lawan... Kami rakyat 60% dukung pragib.",udahlah legowo aja akui ke unggulan lawan kami rakyat dukung pragib
@onesharkytb1992,Mau nanya all kalau saksi presiden apa mank ga bisa tanda tangan di surat Plano DPR Ri,mau nanya all kalau saksi presiden apa mank ga bisa tanda tangan di surat plano dpr ri
@yaminkarsono5495,Ganjar nyungseep,ganjar nyungseep
@user-mc3me7kf5j,🎉🎉🎉🎉🎉02,
@kianbun3917,"Kami Rakyat kecil Sangat percaya 02 menang satu putaran,, Jangan berpikir bahwa Mau putaran dua,, tidak mungkin bisa,, karena sekarang udah maju hitungan cepat.",kami rakyat kecil sangat percaya menang satu putaran jangan berpikir bahwa mau putaran dua tidak mungkin bisa karena sekarang udah maju hitungan cepat
@user-ge4ot7jl1y,udh lah sekarang kasihan anies mikirin hutang sama penyandang buat kampanye nya,udh lah sekarang kasihan anies mikirin hutang sama penyandang buat kampanye nya
@weer660,belum tentu menang mas bro,belum tentu menang mas bro
@sitisaudah4154,Hasil surpe bayaran,hasil surpe bayaran
@ojanstev,apaan itu masa quick count yg menang itu itu terus .. aneh,apaan itu masa quick count yg menang itu itu terus aneh
@bhumipalapa7984,"Keterlibatan Kepala Desa yang dilakukan secara <b>MASIF</b> karena sebelumnya sudah ada arahan dari <b>ABDI PENGUASA</b> harus <b>TEGAK LURUS</b> kepada <b>&quot;JOWI&quot;</b> hanya masalahnya  jangankan ngomong <b>JUJUR</b> sedangkan disumpah di bawah <b>KITAB SUCI</b> aja di abaikan palagi cuma sekedar omongan, pasti dianggap angin lalu",keterlibatan kepala desa yang dilakukan secara masif karena sebelumnya sudah ada arahan dari abdi penguasa harus tegak lurus kepada jowi hanya masalahnya jangankan ngomong jujur sedangkan disumpah di bawah kitab suci aja di abaikan palagi cuma sekedar omongan pasti dianggap angin lalu
@edimulyadi1320,Selamat pak prabowo &amp; gibran...presiden indonesia yg baru,selamat pak prabowo gibran presiden indonesia yg baru
@huzainizaini5003,Ndk usah ribet ribet ngomongnya.. kami rakyat indonesa 😊😊😊kami yg punya hak memilih siapa calon peresiden kami tahun ini....,ndk usah ribet ribet ngomongnya kami rakyat indonesa kami yg punya hak memilih siapa calon peresiden kami tahun ini
@edihketre6582,"Yang ngga mau kalah udah mulai ngotot, hati&quot; ada maling teriak maling",yang ngga mau kalah udah mulai ngotot hati ada maling teriak maling
@SihabFirmansha-fv1ws,Kalau itungan manual yang menang 01 kalau itungan cepat 02 menang curang insyaallah,kalau itungan manual yang menang kalau itungan cepat menang curang insyaallah
@WasinoYoyo,Siapa pun presiden nya kal0 ngak kerja ngak makan ....😂,siapa pun presiden nya kal0 ngak kerja ngak makan
@Munira-xw7lh,Karena ada kecurangan 2019,karena ada kecurangan
@user-fj8cr2ym6w,01😢🎉🎉🎉,
@nurrahmadrahmad6592,"Udah sekarang giliran gama n amin ber kualisi ,,,,",udah sekarang giliran gama n amin ber kualisi
@setyagraha,"Kami sangat ragu hasil hitung cepat 01 cuma separo kurang dari 02, 03 hanya sepertiga dari 02 kalau gugatan nanti sukses insya Alloh 02 bs di diskwalipikasi sehingga putaran ke 2 yg maju paslon 01&amp; 03 aamiin yRa!!!",kami sangat ragu hasil hitung cepat cuma separo kurang dari hanya sepertiga dari kalau gugatan nanti sukses insya alloh bs di diskwalipikasi sehingga putaran ke yg maju paslon aamiin yra
@oslanbaay6562,"Pilpres 2024 dari awal sudah bermasalah, kemungkinan jalannya tambah panjang",pilpres dari awal sudah bermasalah kemungkinan jalannya tambah panjang
@user-mx1bw1tn4o,Engga mungkin ya allaaaaaah masa sih pak ganjar cuma 15 % ih gamungkiiiiin,engga mungkin ya allaaaaaah masa sih pak ganjar cuma ih gamungkiiiiin
@natan6452,02 selalu di hati semoga harga beras murah biar anak km bisa makan,selalu di hati semoga harga beras murah biar anak km bisa makan
@sitisaudah4154,No.2 pakai uang sogok  pantas menang tidak menang murni,no pakai uang sogok pantas menang tidak menang murni
@weer660,tetap Amin kalah tau menag,tetap amin kalah tau menag
@edimulyadi1320,Narsum 01&amp; 03 gk trima kalah😀😀😀rakyat dah tau mna yg harus d coblos...apalagi 03 &amp; pdip banyak blunder😀,narsum gk trima kalahrakyat dah tau mna yg harus d coblos apalagi pdip banyak blunder
@user-go4fc3tm7c,Menang telak 02 maju trs bisa jadi 60% gemoyyy,menang telak maju trs bisa jadi gemoyyy
@user-vr8zp5hu6l,"Cie cie... Kubu Prabowo jumawah, kami kalah dari Prabowo masih sekali ini.... Sorry ye... Sorry ye...",cie cie kubu prabowo jumawah kami kalah dari prabowo masih sekali ini sorry ye sorry ye
@trygk8777,"Yo aryooo, disuruh balik emak noh. Sapimu lahiran",yo aryooo disuruh balik emak noh sapimu lahiran
@newtonogobot7965,Kawal trs 01,kawal trs
@user-mx1bw1tn4o,Kenapaaaa pak ganjar segituuu kampanye lautan manusiaaaa kenapa apa kena hipnotis yakin kena hipnotis .,kenapaaaa pak ganjar segituuu kampanye lautan manusiaaaa kenapa apa kena hipnotis yakin kena hipnotis
